USER_ID,LOCATION,AGE,CAREER,DATE,LAST_RECHARGE_VALUE,TOTAL_RECHARGE_VALUE,TOTAL_RECHARGE_COUNT,BALANCED,SERVICE_KIND,CALL_DURATION,CALLED_DURATION,IN_PACKAGE_FLUX,OUT_PACKAGE_FLUX,MONTHLY_ONLINE_DURATION,NET_DURATION
41780,573,54,DOCTOR,2017-03-06 17:04:09,39.0,620.0,8.0,44.0,3G,115.0,98.0,374.0,49.0,133.0,159.0
47889,572,23,CLERK,2016-07-18 03:14:35,57.0,370.0,11.0,47.0,4G,111.0,95.0,390.0,32.0,78.0,187.0
42552,580,21,TEXI DRIVER,2015-04-24 19:39:39,105.0,652.0,11.0,88.0,3G,127.0,106.0,398.0,20.0,147.0,202.0
55352,578,26,ENGINEER,2017-05-08 04:54:29,83.0,584.0,13.0,21.0,4G,79.0,126.0,392.0,0.0,156.0,199.0
47890,580,38,DOCTOR,2017-05-21 01:27:37,37.0,504.0,12.0,77.0,4G,97.0,87.0,381.0,0.0,78.0,138.0
57176,580,38,SECURITY GUARD,2017-04-28 23:39:25,70.0,545.0,12.0,69.0,3G,97.0,121.0,369.0,0.0,79.0,232.0
51962,571,61,WORKER,2016-03-11 12:15:30,21.0,523.0,8.0,68.0,4G,103.0,94.0,391.0,6.0,84.0,150.0
51990,579,28,ACCOUNTANT,2015-09-04 18:23:58,35.0,470.0,6.0,76.0,4G,93.0,89.0,394.0,4.0,69.0,166.0
42728,573,16,IT_EMPLOEE,2016-09-28 13:15:28,39.0,297.0,7.0,0.0,3G,90.0,137.0,407.0,0.0,118.0,206.0
45403,574,16,SALER,2016-11-07 14:07:31,52.0,453.0,9.0,53.0,4G,82.0,56.0,377.0,5.0,72.0,205.0
45916,580,58,NURSE,2017-05-18 08:05:44,68.0,633.0,5.0,70.0,4G,106.0,98.0,395.0,37.0,80.0,168.0
57012,573,49,CHEF,2017-03-05 16:54:11,52.0,500.0,4.0,61.0,4G,85.0,108.0,381.0,11.0,53.0,205.0
41081,576,36,IT_EMPLOEE,2016-09-28 09:53:38,85.0,437.0,12.0,58.0,4G,114.0,56.0,377.0,10.0,76.0,196.0
58322,570,40,FAMER,2015-08-05 20:39:01,46.0,753.0,8.0,64.0,4G,79.0,87.0,410.0,91.0,121.0,131.0
46163,571,56,ENGINEER,2017-08-31 20:20:38,56.0,533.0,12.0,59.0,3G,103.0,85.0,379.0,45.0,36.0,160.0
48263,579,40,IT_EMPLOEE,2017-10-26 17:18:00,72.0,300.0,9.0,50.0,3G,94.0,78.0,401.0,0.0,132.0,105.0
55983,577,53,CHEF,2015-11-17 13:54:16,72.0,419.0,9.0,47.0,4G,82.0,93.0,383.0,6.0,71.0,188.0
59132,571,49,SECURITY GUARD,2015-11-21 08:25:40,1.0,423.0,12.0,61.0,3G,81.0,97.0,406.0,79.0,95.0,146.0
42127,575,17,TEXI DRIVER,2017-05-11 02:51:10,52.0,542.0,10.0,32.0,4G,95.0,58.0,406.0,0.0,121.0,257.0
50072,574,53,ACCOUNTANT,2017-10-20 01:39:13,51.0,428.0,15.0,40.0,4G,121.0,92.0,397.0,95.0,106.0,99.0
53755,578,17,ENGINEER,2015-01-30 19:54:40,30.0,705.0,7.0,19.0,4G,64.0,97.0,386.0,66.0,129.0,169.0
46131,580,43,SECURITY GUARD,2015-12-08 03:40:42,95.0,488.0,11.0,42.0,2G,75.0,104.0,380.0,26.0,93.0,174.0
41331,577,39,SECURITY GUARD,2017-02-27 04:13:53,107.0,457.0,8.0,76.0,3G,100.0,122.0,401.0,0.0,141.0,142.0
54555,579,18,SOLDER,2016-12-28 07:17:44,75.0,471.0,7.0,69.0,4G,94.0,117.0,380.0,37.0,53.0,222.0
57201,574,32,BARBER,2016-03-21 21:23:46,64.0,446.0,10.0,71.0,2G,80.0,69.0,381.0,33.0,117.0,178.0
56850,576,41,SOLDER,2017-09-17 04:57:39,99.0,520.0,12.0,17.0,3G,72.0,125.0,402.0,71.0,96.0,168.0
41690,574,20,BARBER,2015-06-22 17:12:59,41.0,360.0,13.0,69.0,4G,99.0,71.0,413.0,94.0,122.0,173.0
56271,579,48,POLICEMAN,2016-01-19 15:26:53,25.0,356.0,10.0,57.0,3G,75.0,98.0,408.0,0.0,128.0,167.0
53274,579,31,POLICEMAN,2016-05-16 11:31:55,37.0,586.0,12.0,93.0,4G,135.0,92.0,399.0,98.0,148.0,197.0
52924,575,25,SECURITY GUARD,2015-08-19 14:50:00,87.0,626.0,7.0,115.0,3G,128.0,117.0,415.0,13.0,126.0,134.0
43368,572,40,WORKER,2016-06-24 02:12:18,44.0,530.0,8.0,87.0,4G,138.0,82.0,419.0,121.0,70.0,177.0
47701,574,51,STUDENT,2016-02-22 04:51:15,63.0,564.0,9.0,85.0,4G,89.0,107.0,371.0,53.0,75.0,200.0
53486,580,29,SECURITY GUARD,2017-08-08 09:40:12,26.0,552.0,4.0,93.0,2G,88.0,82.0,385.0,17.0,83.0,176.0
46934,572,46,SALER,2015-09-14 06:34:10,87.0,437.0,7.0,10.0,3G,92.0,83.0,387.0,84.0,173.0,231.0
47153,571,55,CHEF,2015-01-03 09:10:15,37.0,281.0,12.0,82.0,3G,88.0,119.0,395.0,41.0,120.0,207.0
56151,573,22,BARBER,2016-07-04 04:17:31,45.0,600.0,9.0,39.0,4G,151.0,115.0,406.0,91.0,138.0,184.0
49973,574,61,SOLDER,2016-09-10 09:57:08,66.0,661.0,8.0,50.0,4G,145.0,110.0,394.0,73.0,144.0,239.0
54668,571,20,STUDENT,2017-03-14 16:14:56,56.0,276.0,7.0,59.0,3G,75.0,104.0,379.0,15.0,90.0,136.0
42044,571,64,SOLDER,2015-03-26 00:12:35,67.0,389.0,10.0,52.0,4G,53.0,92.0,379.0,22.0,82.0,153.0
54901,577,22,WORKER,2015-02-20 18:49:50,103.0,368.0,8.0,73.0,3G,110.0,71.0,419.0,25.0,103.0,154.0
51427,578,36,DOCTOR,2015-09-13 23:20:17,13.0,549.0,12.0,7.0,3G,111.0,133.0,406.0,101.0,122.0,257.0
40742,576,64,ACCOUNTANT,2015-12-19 14:17:05,128.0,482.0,10.0,36.0,4G,101.0,129.0,393.0,120.0,125.0,165.0
58414,576,61,TEXI DRIVER,2017-08-16 11:50:47,65.0,392.0,8.0,32.0,3G,103.0,103.0,373.0,27.0,83.0,156.0
53513,580,38,ENGINEER,2016-06-22 01:16:27,55.0,440.0,10.0,73.0,3G,135.0,99.0,405.0,140.0,103.0,243.0
42078,579,37,TEXI DRIVER,2017-06-12 07:31:51,32.0,615.0,7.0,62.0,4G,75.0,163.0,388.0,34.0,133.0,166.0
57647,577,49,FAMER,2017-11-11 08:39:05,49.0,666.0,11.0,65.0,3G,68.0,88.0,382.0,25.0,67.0,248.0
51323,572,21,TEXI DRIVER,2017-06-30 12:25:06,98.0,552.0,14.0,62.0,4G,123.0,61.0,410.0,103.0,78.0,130.0
51146,578,16,POLICEMAN,2016-08-29 21:19:12,36.0,501.0,9.0,51.0,4G,157.0,97.0,400.0,41.0,99.0,159.0
50191,576,31,IT_EMPLOEE,2017-12-24 19:51:37,22.0,614.0,11.0,63.0,3G,126.0,84.0,378.0,7.0,154.0,192.0
42457,574,42,WORKER,2016-09-09 17:47:10,60.0,632.0,10.0,87.0,3G,87.0,85.0,421.0,73.0,165.0,152.0
56707,570,28,TEACHER,2015-09-21 10:10:05,50.0,608.0,6.0,38.0,4G,62.0,78.0,369.0,22.0,81.0,164.0
51046,571,54,DELIVERIER,2015-10-07 13:22:37,66.0,551.0,6.0,88.0,3G,99.0,93.0,391.0,0.0,88.0,164.0
45724,579,32,ENGINEER,2015-01-06 01:25:36,84.0,492.0,11.0,72.0,3G,91.0,57.0,398.0,0.0,146.0,206.0
56737,573,26,ENGINEER,2017-06-15 01:11:58,51.0,384.0,9.0,101.0,3G,152.0,63.0,408.0,109.0,112.0,143.0
52114,579,40,ACCOUNTANT,2017-01-06 14:16:27,50.0,481.0,12.0,53.0,3G,109.0,125.0,395.0,68.0,160.0,95.0
40174,575,18,CHEF,2015-12-16 22:00:50,50.0,437.0,9.0,64.0,2G,58.0,93.0,384.0,37.0,81.0,202.0
51658,575,52,SALER,2015-08-11 03:37:35,69.0,613.0,8.0,44.0,4G,101.0,89.0,394.0,35.0,81.0,182.0
45212,572,30,SECURITY GUARD,2015-02-27 02:39:38,30.0,315.0,7.0,10.0,3G,82.0,100.0,374.0,75.0,125.0,225.0
43356,579,52,POLICEMAN,2017-06-07 03:30:04,52.0,501.0,6.0,45.0,3G,93.0,94.0,381.0,30.0,94.0,180.0
46047,572,40,SOLDER,2017-11-10 19:21:27,68.0,661.0,7.0,32.0,2G,87.0,69.0,375.0,32.0,64.0,224.0
49722,570,40,DELIVERIER,2015-08-11 13:37:08,81.0,507.0,9.0,34.0,2G,128.0,96.0,386.0,9.0,90.0,196.0
48414,573,50,SECURITY GUARD,2015-01-13 22:34:19,45.0,539.0,5.0,68.0,2G,88.0,92.0,364.0,0.0,81.0,161.0
53389,574,27,SOLDER,2015-07-18 00:49:23,58.0,526.0,9.0,54.0,3G,108.0,62.0,390.0,0.0,149.0,221.0
56310,580,59,FAMER,2017-01-24 04:23:37,55.0,269.0,10.0,66.0,2G,95.0,110.0,377.0,1.0,68.0,159.0
48581,580,19,ACCOUNTANT,2016-04-04 03:54:09,60.0,419.0,6.0,46.0,4G,85.0,78.0,372.0,0.0,85.0,204.0
49249,570,40,BARBER,2017-12-25 16:57:21,42.0,450.0,7.0,88.0,3G,58.0,79.0,381.0,24.0,68.0,183.0
42237,573,38,ENGINEER,2015-01-20 12:13:21,68.0,545.0,7.0,51.0,2G,121.0,86.0,387.0,30.0,65.0,153.0
45419,575,52,TEXI DRIVER,2017-04-15 09:45:14,66.0,529.0,10.0,76.0,2G,95.0,83.0,385.0,12.0,120.0,165.0
42088,580,62,BARBER,2015-12-10 22:54:37,65.0,523.0,7.0,42.0,3G,96.0,99.0,384.0,27.0,87.0,197.0
48046,573,58,TEACHER,2016-12-17 08:03:09,40.0,561.0,6.0,60.0,4G,141.0,64.0,396.0,5.0,136.0,205.0
44877,571,52,SALER,2016-03-09 19:53:03,26.0,442.0,13.0,86.0,4G,114.0,112.0,387.0,30.0,100.0,242.0
58613,580,48,BARBER,2017-04-28 07:54:59,90.0,394.0,5.0,29.0,4G,87.0,106.0,391.0,58.0,124.0,131.0
53533,572,39,FAMER,2017-11-29 00:16:18,100.0,514.0,7.0,27.0,4G,93.0,96.0,422.0,84.0,131.0,236.0
42870,576,33,STUDENT,2016-12-20 08:31:59,45.0,520.0,13.0,26.0,2G,110.0,104.0,377.0,18.0,76.0,210.0
56070,574,62,NURSE,2017-06-25 08:41:10,57.0,565.0,5.0,58.0,2G,109.0,80.0,368.0,23.0,91.0,153.0
44559,576,23,SECURITY GUARD,2016-07-23 10:34:13,39.0,452.0,10.0,52.0,2G,104.0,90.0,379.0,54.0,54.0,193.0
52533,577,47,POLICEMAN,2015-06-19 00:45:56,107.0,489.0,9.0,42.0,3G,70.0,84.0,408.0,45.0,117.0,143.0
58534,580,51,ACCOUNTANT,2016-03-19 03:51:53,53.0,543.0,11.0,43.0,2G,95.0,109.0,372.0,37.0,101.0,124.0
50809,577,57,SOLDER,2015-11-30 20:57:19,50.0,678.0,4.0,63.0,3G,126.0,111.0,423.0,45.0,112.0,163.0
55512,572,30,NURSE,2016-09-22 15:17:55,22.0,541.0,10.0,41.0,2G,77.0,86.0,382.0,7.0,96.0,197.0
46570,578,24,POLICEMAN,2015-08-01 05:33:07,68.0,456.0,12.0,54.0,4G,78.0,127.0,404.0,116.0,76.0,178.0
59820,575,34,WORKER,2015-05-08 18:49:04,44.0,475.0,10.0,58.0,3G,113.0,93.0,384.0,0.0,83.0,134.0
54125,580,61,ENGINEER,2015-05-20 10:00:00,47.0,606.0,4.0,76.0,4G,133.0,92.0,404.0,107.0,108.0,184.0
46317,580,50,WORKER,2015-06-21 02:44:23,0.0,364.0,6.0,26.0,3G,115.0,81.0,409.0,67.0,131.0,156.0
41436,574,22,TEXI DRIVER,2016-04-13 21:09:48,66.0,373.0,11.0,64.0,2G,63.0,67.0,397.0,20.0,91.0,176.0
58300,571,53,POLICEMAN,2015-08-19 19:46:01,98.0,451.0,13.0,70.0,3G,95.0,107.0,396.0,0.0,123.0,279.0
45220,571,49,SALER,2015-11-08 07:10:49,40.0,564.0,10.0,0.0,4G,117.0,106.0,392.0,20.0,151.0,166.0
46750,575,32,POLICEMAN,2015-07-18 02:07:39,92.0,403.0,5.0,25.0,4G,100.0,65.0,402.0,137.0,140.0,157.0
42622,576,60,DOCTOR,2016-09-30 03:24:08,31.0,677.0,8.0,65.0,4G,72.0,54.0,397.0,144.0,124.0,137.0
51643,575,51,NURSE,2017-02-22 09:44:24,98.0,313.0,11.0,78.0,4G,96.0,96.0,409.0,144.0,96.0,220.0
43167,579,49,POLICEMAN,2016-11-02 01:37:15,63.0,423.0,6.0,49.0,4G,111.0,110.0,435.0,76.0,176.0,206.0
57566,571,41,TEACHER,2016-01-05 08:20:35,56.0,624.0,9.0,70.0,4G,81.0,97.0,384.0,16.0,93.0,183.0
52601,578,48,ENGINEER,2016-03-29 17:02:10,66.0,453.0,11.0,46.0,4G,91.0,86.0,387.0,3.0,72.0,148.0
51239,579,55,FAMER,2017-10-04 23:49:33,61.0,529.0,10.0,79.0,3G,84.0,101.0,364.0,15.0,54.0,172.0
42254,575,27,ENGINEER,2016-08-19 07:04:29,60.0,681.0,5.0,57.0,3G,39.0,89.0,392.0,34.0,121.0,178.0
43579,576,48,BARBER,2015-09-08 18:33:22,84.0,417.0,16.0,36.0,4G,141.0,109.0,399.0,43.0,125.0,238.0
58583,578,44,IT_EMPLOEE,2016-09-10 10:11:47,64.0,467.0,3.0,53.0,3G,129.0,109.0,408.0,33.0,90.0,116.0
51823,575,48,DOCTOR,2017-12-20 23:12:10,38.0,547.0,9.0,32.0,2G,105.0,87.0,365.0,8.0,58.0,162.0
53404,571,25,CLERK,2015-01-16 09:29:13,62.0,422.0,12.0,70.0,2G,71.0,98.0,377.0,24.0,53.0,253.0
43467,577,25,IT_EMPLOEE,2016-09-03 07:48:22,86.0,523.0,7.0,56.0,4G,97.0,97.0,381.0,27.0,107.0,167.0
46816,579,56,POLICEMAN,2015-12-08 00:02:26,23.0,415.0,9.0,59.0,4G,85.0,87.0,386.0,0.0,92.0,211.0
47481,573,41,FAMER,2016-09-06 18:28:48,76.0,600.0,10.0,44.0,4G,114.0,84.0,374.0,26.0,73.0,164.0
41676,571,34,TEACHER,2015-06-17 11:33:20,9.0,330.0,6.0,38.0,3G,114.0,72.0,419.0,85.0,70.0,213.0
49165,577,46,IT_EMPLOEE,2015-02-21 10:07:33,96.0,558.0,10.0,56.0,4G,84.0,94.0,377.0,94.0,90.0,178.0
54263,571,56,SOLDER,2015-03-05 21:59:18,27.0,657.0,7.0,51.0,4G,81.0,94.0,371.0,19.0,85.0,144.0
50056,572,62,SOLDER,2015-07-10 16:30:41,35.0,658.0,7.0,28.0,3G,99.0,179.0,398.0,122.0,143.0,126.0
52200,570,58,BARBER,2017-08-01 22:33:55,24.0,767.0,11.0,59.0,4G,99.0,63.0,409.0,117.0,142.0,198.0
52212,571,54,CHEF,2017-08-29 13:39:50,79.0,479.0,7.0,29.0,4G,96.0,59.0,385.0,38.0,85.0,193.0
54546,571,31,WORKER,2017-07-06 08:47:46,18.0,567.0,8.0,17.0,4G,76.0,95.0,392.0,73.0,74.0,205.0
54173,576,33,DELIVERIER,2015-04-11 07:14:11,72.0,564.0,8.0,33.0,2G,93.0,93.0,385.0,33.0,84.0,186.0
41031,573,31,TEACHER,2016-04-24 04:48:02,44.0,417.0,8.0,38.0,2G,77.0,66.0,378.0,20.0,98.0,190.0
53690,575,30,FAMER,2017-03-10 03:13:05,71.0,671.0,8.0,55.0,4G,102.0,107.0,385.0,5.0,92.0,210.0
41065,573,44,DELIVERIER,2017-10-21 15:32:20,40.0,445.0,8.0,94.0,3G,86.0,123.0,370.0,27.0,87.0,191.0
45460,572,49,TEXI DRIVER,2016-06-11 07:00:09,77.0,507.0,12.0,63.0,2G,89.0,114.0,386.0,21.0,85.0,184.0
58725,572,43,DELIVERIER,2017-07-29 22:14:17,38.0,474.0,6.0,67.0,3G,98.0,57.0,374.0,0.0,69.0,190.0
44002,580,48,ACCOUNTANT,2016-01-14 17:17:42,56.0,365.0,5.0,60.0,3G,91.0,77.0,390.0,4.0,88.0,169.0
56742,579,20,SALER,2016-12-13 21:16:03,58.0,617.0,7.0,81.0,4G,67.0,99.0,398.0,133.0,172.0,177.0
40423,579,43,IT_EMPLOEE,2017-06-08 04:36:20,49.0,572.0,9.0,49.0,2G,90.0,89.0,373.0,0.0,89.0,144.0
49263,573,33,NURSE,2016-05-18 04:15:53,40.0,315.0,6.0,69.0,3G,61.0,59.0,405.0,17.0,104.0,180.0
41705,579,28,TEACHER,2015-03-11 14:38:58,72.0,616.0,12.0,53.0,4G,111.0,78.0,365.0,31.0,56.0,163.0
49485,575,40,DOCTOR,2017-06-15 13:41:36,54.0,392.0,6.0,109.0,4G,90.0,87.0,412.0,203.0,124.0,198.0
58052,578,40,SOLDER,2015-11-21 10:59:53,5.0,387.0,8.0,52.0,4G,88.0,105.0,412.0,124.0,70.0,202.0
48211,571,61,TEACHER,2017-08-15 08:30:36,75.0,518.0,10.0,40.0,4G,77.0,92.0,374.0,2.0,51.0,212.0
41533,571,41,DELIVERIER,2015-06-18 05:51:12,53.0,562.0,10.0,72.0,4G,78.0,60.0,375.0,13.0,77.0,206.0
48609,571,57,SOLDER,2017-04-23 06:15:09,50.0,562.0,9.0,53.0,3G,107.0,97.0,381.0,30.0,64.0,141.0
42227,579,24,SALER,2015-09-03 03:52:21,51.0,597.0,6.0,59.0,3G,96.0,77.0,372.0,20.0,101.0,232.0
55607,574,56,SOLDER,2017-02-03 22:20:34,38.0,646.0,8.0,55.0,4G,83.0,81.0,368.0,23.0,60.0,200.0
52340,580,33,TEXI DRIVER,2015-12-21 00:42:47,45.0,215.0,5.0,83.0,4G,101.0,101.0,398.0,74.0,95.0,126.0
51835,580,28,CHEF,2015-05-01 21:08:59,60.0,421.0,7.0,46.0,3G,88.0,107.0,386.0,20.0,91.0,169.0
45688,580,50,IT_EMPLOEE,2017-08-24 14:45:16,53.0,430.0,12.0,67.0,3G,109.0,84.0,371.0,6.0,99.0,203.0
56016,573,23,IT_EMPLOEE,2015-02-23 04:55:08,75.0,553.0,8.0,37.0,3G,89.0,96.0,368.0,22.0,83.0,183.0
56848,575,33,ACCOUNTANT,2017-09-20 22:15:42,78.0,577.0,15.0,57.0,3G,75.0,121.0,390.0,88.0,105.0,149.0
59483,576,31,ACCOUNTANT,2015-04-30 21:35:09,90.0,427.0,14.0,89.0,3G,91.0,83.0,381.0,19.0,80.0,176.0
49873,573,62,IT_EMPLOEE,2016-10-30 19:35:38,47.0,505.0,6.0,50.0,3G,116.0,97.0,370.0,10.0,98.0,164.0
54947,579,53,IT_EMPLOEE,2017-04-21 06:05:15,59.0,493.0,4.0,75.0,4G,101.0,137.0,416.0,43.0,67.0,249.0
54257,579,24,BARBER,2016-04-21 17:20:21,95.0,523.0,11.0,81.0,4G,101.0,88.0,384.0,26.0,91.0,180.0
59226,578,51,CLERK,2015-12-23 18:43:08,74.0,576.0,12.0,98.0,4G,113.0,88.0,386.0,38.0,73.0,181.0
58934,570,55,DELIVERIER,2015-10-20 19:33:29,79.0,527.0,10.0,29.0,3G,110.0,76.0,378.0,100.0,121.0,206.0
42690,576,25,ACCOUNTANT,2015-02-06 02:28:05,29.0,680.0,8.0,58.0,4G,103.0,81.0,419.0,39.0,124.0,104.0
58696,572,29,NURSE,2017-10-14 12:43:48,75.0,530.0,8.0,1.0,3G,97.0,126.0,400.0,86.0,114.0,262.0
41641,574,28,CHEF,2015-06-10 23:35:21,95.0,544.0,10.0,55.0,4G,84.0,100.0,383.0,25.0,94.0,157.0
53855,571,32,ACCOUNTANT,2015-07-13 05:31:03,42.0,596.0,4.0,57.0,4G,84.0,101.0,366.0,36.0,72.0,191.0
51174,579,23,SOLDER,2015-07-23 19:02:11,0.0,361.0,8.0,29.0,4G,86.0,105.0,409.0,23.0,121.0,121.0
49152,575,32,STUDENT,2017-02-01 14:17:21,10.0,493.0,11.0,98.0,4G,82.0,131.0,410.0,22.0,120.0,204.0
44989,576,20,POLICEMAN,2017-09-20 22:03:30,61.0,407.0,6.0,16.0,4G,64.0,85.0,407.0,52.0,129.0,233.0
42311,578,22,CLERK,2017-04-05 00:13:11,20.0,544.0,8.0,88.0,4G,108.0,124.0,386.0,0.0,133.0,149.0
58051,574,39,WORKER,2016-04-22 02:50:32,1.0,514.0,13.0,65.0,4G,143.0,60.0,372.0,20.0,164.0,289.0
53581,577,29,ENGINEER,2015-03-18 02:30:57,75.0,576.0,9.0,87.0,3G,101.0,79.0,383.0,0.0,75.0,198.0
40650,574,25,ENGINEER,2017-12-26 11:35:48,69.0,481.0,12.0,59.0,2G,96.0,74.0,370.0,0.0,80.0,207.0
54419,577,51,IT_EMPLOEE,2017-04-04 10:14:56,100.0,622.0,7.0,51.0,4G,81.0,93.0,424.0,47.0,130.0,174.0
49375,573,55,STUDENT,2017-10-03 06:06:06,66.0,429.0,10.0,10.0,4G,88.0,110.0,407.0,0.0,143.0,239.0
44864,576,58,SOLDER,2015-01-17 16:14:49,57.0,452.0,10.0,58.0,4G,118.0,104.0,371.0,28.0,100.0,228.0
50404,574,32,POLICEMAN,2017-01-01 02:52:02,59.0,340.0,7.0,82.0,3G,87.0,113.0,419.0,100.0,87.0,66.0
42666,570,60,TEACHER,2017-01-06 19:11:33,52.0,426.0,8.0,80.0,4G,90.0,99.0,372.0,38.0,68.0,267.0
46972,576,24,ENGINEER,2016-11-13 08:08:01,63.0,534.0,14.0,16.0,4G,96.0,131.0,384.0,119.0,136.0,254.0
54162,574,33,DOCTOR,2017-09-09 23:42:23,62.0,491.0,10.0,78.0,3G,96.0,67.0,380.0,44.0,92.0,118.0
53008,574,34,ACCOUNTANT,2016-11-23 00:23:53,93.0,450.0,6.0,55.0,3G,79.0,110.0,376.0,43.0,90.0,195.0
40441,575,32,IT_EMPLOEE,2015-05-08 17:42:42,69.0,526.0,10.0,74.0,2G,88.0,98.0,382.0,13.0,95.0,233.0
51971,571,23,SECURITY GUARD,2016-05-24 00:55:06,40.0,497.0,7.0,58.0,2G,91.0,81.0,384.0,22.0,83.0,237.0
54710,576,61,SOLDER,2016-10-05 23:51:22,76.0,515.0,13.0,36.0,4G,95.0,91.0,374.0,32.0,87.0,204.0
57988,580,25,ENGINEER,2016-07-19 03:34:30,62.0,483.0,4.0,54.0,2G,106.0,104.0,388.0,36.0,101.0,186.0
52692,580,28,FAMER,2017-12-29 17:55:30,18.0,658.0,15.0,71.0,4G,96.0,92.0,400.0,30.0,86.0,220.0
45234,572,20,SOLDER,2017-06-24 22:06:07,55.0,653.0,11.0,82.0,4G,79.0,122.0,391.0,131.0,133.0,198.0
46783,580,48,TEXI DRIVER,2017-08-10 22:31:24,54.0,558.0,11.0,27.0,4G,80.0,85.0,395.0,13.0,80.0,187.0
42921,576,17,SOLDER,2016-10-31 14:33:12,80.0,475.0,11.0,44.0,4G,134.0,114.0,423.0,147.0,115.0,240.0
41589,574,55,TEXI DRIVER,2017-11-19 18:53:56,70.0,546.0,10.0,72.0,2G,99.0,92.0,388.0,35.0,64.0,222.0
53038,572,34,CHEF,2015-06-14 16:31:17,8.0,503.0,12.0,90.0,3G,102.0,147.0,400.0,0.0,133.0,173.0
47350,578,27,CLERK,2015-12-16 09:59:03,76.0,345.0,3.0,16.0,4G,82.0,116.0,405.0,92.0,148.0,164.0
41849,572,25,WORKER,2016-08-14 17:43:28,49.0,244.0,8.0,73.0,3G,113.0,103.0,406.0,57.0,88.0,161.0
52850,579,19,CLERK,2016-05-29 23:30:58,25.0,661.0,7.0,74.0,3G,110.0,82.0,416.0,80.0,142.0,148.0
58127,570,50,DOCTOR,2015-10-24 16:09:33,69.0,407.0,11.0,67.0,3G,80.0,82.0,382.0,6.0,81.0,181.0
46140,573,24,IT_EMPLOEE,2015-10-16 21:13:25,43.0,599.0,12.0,48.0,4G,83.0,64.0,380.0,-0.0,57.0,193.0
46682,572,43,TEXI DRIVER,2016-06-17 08:39:36,60.0,406.0,10.0,38.0,4G,87.0,93.0,394.0,96.0,109.0,93.0
52387,576,27,SALER,2016-11-25 01:24:43,10.0,419.0,10.0,47.0,3G,121.0,99.0,372.0,161.0,109.0,245.0
47897,576,45,DELIVERIER,2015-12-19 10:05:30,83.0,328.0,11.0,67.0,4G,157.0,84.0,413.0,90.0,125.0,242.0
45650,571,23,STUDENT,2016-09-29 00:17:16,91.0,441.0,15.0,61.0,3G,106.0,86.0,412.0,59.0,118.0,216.0
52834,574,53,NURSE,2016-07-29 12:18:34,46.0,585.0,7.0,89.0,4G,131.0,98.0,369.0,69.0,130.0,224.0
55882,575,27,CLERK,2017-06-02 05:41:13,8.0,336.0,12.0,24.0,4G,82.0,116.0,386.0,70.0,130.0,189.0
50768,580,62,SALER,2017-12-12 00:04:24,87.0,537.0,9.0,60.0,4G,78.0,69.0,386.0,29.0,109.0,180.0
42770,575,27,TEXI DRIVER,2017-05-31 21:53:43,112.0,453.0,4.0,59.0,4G,105.0,111.0,398.0,0.0,97.0,209.0
56899,579,17,POLICEMAN,2015-10-26 03:43:08,38.0,603.0,10.0,34.0,3G,68.0,115.0,387.0,18.0,107.0,277.0
47133,573,42,STUDENT,2017-05-17 00:22:59,59.0,636.0,9.0,55.0,4G,67.0,117.0,394.0,0.0,114.0,114.0
59257,580,37,IT_EMPLOEE,2016-08-18 12:10:09,86.0,518.0,12.0,73.0,4G,86.0,55.0,378.0,39.0,81.0,191.0
43677,580,46,CLERK,2015-11-11 10:27:49,59.0,442.0,11.0,74.0,4G,71.0,93.0,366.0,14.0,68.0,189.0
49735,571,58,DOCTOR,2015-05-06 08:21:16,69.0,487.0,11.0,57.0,2G,63.0,98.0,372.0,23.0,44.0,175.0
47830,571,50,CHEF,2016-05-15 10:30:39,75.0,603.0,13.0,38.0,4G,90.0,88.0,368.0,34.0,81.0,140.0
57216,572,33,SALER,2015-04-01 09:37:06,0.0,600.0,12.0,60.0,4G,90.0,114.0,429.0,3.0,144.0,119.0
55048,580,58,WORKER,2017-02-21 00:39:02,56.0,548.0,9.0,64.0,2G,83.0,80.0,381.0,4.0,50.0,224.0
50718,578,37,NURSE,2016-02-10 21:20:12,15.0,338.0,12.0,95.0,3G,103.0,90.0,399.0,53.0,103.0,226.0
47137,579,51,SECURITY GUARD,2015-05-03 21:07:05,22.0,428.0,12.0,12.0,4G,101.0,118.0,423.0,96.0,125.0,192.0
51997,576,26,NURSE,2017-05-07 01:10:01,45.0,654.0,13.0,26.0,4G,125.0,91.0,406.0,0.0,149.0,191.0
40314,574,47,ACCOUNTANT,2015-04-21 14:16:15,63.0,672.0,8.0,55.0,4G,92.0,77.0,417.0,62.0,144.0,236.0
52383,579,41,WORKER,2016-09-29 22:33:57,18.0,409.0,12.0,92.0,4G,104.0,106.0,407.0,131.0,135.0,166.0
41770,575,24,DELIVERIER,2015-01-04 07:01:50,36.0,539.0,10.0,102.0,4G,63.0,131.0,399.0,55.0,149.0,181.0
47386,580,56,CHEF,2015-03-05 01:22:08,54.0,336.0,7.0,66.0,2G,98.0,103.0,380.0,17.0,60.0,156.0
51722,572,46,ENGINEER,2015-03-26 23:31:59,3.0,433.0,10.0,45.0,3G,110.0,123.0,416.0,0.0,81.0,203.0
49632,573,37,WORKER,2016-02-27 11:46:06,77.0,561.0,14.0,71.0,3G,66.0,83.0,375.0,38.0,100.0,173.0
