"开始时间","周期 (分钟)","网元名称","小区","空口上行业务字节数 （8.1）(兆字节) (兆字节)","空口下行业务字节数 （8.1）(兆字节) (兆字节)","RRC连接建立成功率（中移动） (%)","E-RAB建立成功率（8.1） (%)","无线接通率 （8.1） (%)","RRC-eNB内切换成功率-KPI (%)","RRC-eNB间切换成功率-KPI (%)","RRC-切换成功率-KPI (%)","无线掉线率（小区级） (%)","CSFB成功率 (%)","上行PRB平均利用率 (中移动) (%)","下行PRB平均利用率（中移动） (%)","小区内的最大用户数 (无)","系统上行每PRB子载波平均干扰噪声-KPI (毫瓦分贝)"
11/23/2017 15:00:00,15,官渡区乌西供电所-LHHQ,"eNodeB名称=官渡区乌西供电所-LHHQ, 本地小区标识=5, 小区名称=官渡区乌西供电所FDD-LHHQ-135, eNodeB标识=853886, 小区双工模式=CELL_FDD, 小区标识=135",10.548,169.592,100,100,100,100,100,100,0,100,NIL,12.736,26,-119
11/23/2017 15:00:00,15,官渡区乌西供电所-LHHQ,"eNodeB名称=官渡区乌西供电所-LHHQ, 本地小区标识=4, 小区名称=官渡区乌西供电所FDD-LHHQ-134, eNodeB标识=853886, 小区双工模式=CELL_FDD, 小区标识=134",18.841,154.448,99.812,100,99.812,97.5,NIL,97.5,0,100,NIL,8.64,26,-119
11/23/2017 15:00:00,15,官渡区乌西供电所-LHHQ,"eNodeB名称=官渡区乌西供电所-LHHQ, 本地小区标识=3, 小区名称=官渡区乌西供电所-LHHQ-133, eNodeB标识=853886, 小区双工模式=CELL_TDD, 小区标识=133",39.025,373.783,99.953,100,99.953,98.804,98.238,98.453,0.103,100,NIL,44.627,315,-112
11/23/2017 15:00:00,15,官渡区乌西供电所-LHHQ,"eNodeB名称=官渡区乌西供电所-LHHQ, 本地小区标识=2, 小区名称=官渡区乌西供电所-LHHQ-132, eNodeB标识=853886, 小区双工模式=CELL_TDD, 小区标识=132",35.788,289.436,100,100,100,99.582,98.592,99.493,0,100,NIL,19.279,183,-112
11/23/2017 15:00:00,15,官渡区乌西供电所-LHHQ,"eNodeB名称=官渡区乌西供电所-LHHQ, 本地小区标识=1, 小区名称=官渡区乌西供电所-LHHQ-131, eNodeB标识=853886, 小区双工模式=CELL_TDD, 小区标识=131",31.106,497.311,99.754,100,99.754,97.59,97.895,97.865,0.333,100,NIL,40.856,63,-112
11/23/2017 15:15:00,15,官渡区乌西供电所-LHHQ,"eNodeB名称=官渡区乌西供电所-LHHQ, 本地小区标识=6, 小区名称=官渡区乌西供电所FDD-LHHQ-136, eNodeB标识=853886, 小区双工模式=CELL_FDD, 小区标识=136",11.409,387.741,100,100,100,85.246,100,86.957,0,100,NIL,11.972,13,-119
11/23/2017 15:15:00,15,官渡区乌西供电所-LHHQ,"eNodeB名称=官渡区乌西供电所-LHHQ, 本地小区标识=5, 小区名称=官渡区乌西供电所FDD-LHHQ-135, eNodeB标识=853886, 小区双工模式=CELL_FDD, 小区标识=135",21.833,291.934,100,100,100,100,100,100,0,100,NIL,15.138,22,-119
11/23/2017 15:15:00,15,官渡区乌西供电所-LHHQ,"eNodeB名称=官渡区乌西供电所-LHHQ, 本地小区标识=4, 小区名称=官渡区乌西供电所FDD-LHHQ-134, eNodeB标识=853886, 小区双工模式=CELL_FDD, 小区标识=134",19.154,151.148,99.813,99.707,99.52,98.958,NIL,98.958,0,100,NIL,8.646,28,-119
11/23/2017 15:15:00,15,官渡区乌西供电所-LHHQ,"eNodeB名称=官渡区乌西供电所-LHHQ, 本地小区标识=3, 小区名称=官渡区乌西供电所-LHHQ-133, eNodeB标识=853886, 小区双工模式=CELL_TDD, 小区标识=133",81.809,595.626,100,100,100,99.318,97.862,98.606,0.053,100,NIL,51.255,81,-112
11/23/2017 15:15:00,15,官渡区乌西供电所-LHHQ,"eNodeB名称=官渡区乌西供电所-LHHQ, 本地小区标识=2, 小区名称=官渡区乌西供电所-LHHQ-132, eNodeB标识=853886, 小区双工模式=CELL_TDD, 小区标识=132",30.733,404.506,100,100,100,99.577,100,99.61,0,100,NIL,20.084,49,-112
11/23/2017 15:15:00,15,官渡区乌西供电所-LHHQ,"eNodeB名称=官渡区乌西供电所-LHHQ, 本地小区标识=1, 小区名称=官渡区乌西供电所-LHHQ-131, eNodeB标识=853886, 小区双工模式=CELL_TDD, 小区标识=131",32.291,577.995,99.759,100,99.759,97.959,94.992,95.409,0.323,100,NIL,47.046,67,-112
11/23/2017 15:30:00,15,官渡区乌西供电所-LHHQ,"eNodeB名称=官渡区乌西供电所-LHHQ, 本地小区标识=6, 小区名称=官渡区乌西供电所FDD-LHHQ-136, eNodeB标识=853886, 小区双工模式=CELL_FDD, 小区标识=136",10.22,89.876,99.611,100,99.611,88.506,100,90.196,0,100,NIL,6.206,18,-119
11/23/2017 15:30:00,15,官渡区乌西供电所-LHHQ,"eNodeB名称=官渡区乌西供电所-LHHQ, 本地小区标识=5, 小区名称=官渡区乌西供电所FDD-LHHQ-135, eNodeB标识=853886, 小区双工模式=CELL_FDD, 小区标识=135",15.043,188.298,100,100,100,100,100,100,0,100,NIL,11.702,25,-119
11/23/2017 15:30:00,15,官渡区乌西供电所-LHHQ,"eNodeB名称=官渡区乌西供电所-LHHQ, 本地小区标识=4, 小区名称=官渡区乌西供电所FDD-LHHQ-134, eNodeB标识=853886, 小区双工模式=CELL_FDD, 小区标识=134",7.501,181.348,99.819,99.118,98.938,100,NIL,100,0,100,NIL,7.78,22,-119
11/23/2017 15:30:00,15,官渡区乌西供电所-LHHQ,"eNodeB名称=官渡区乌西供电所-LHHQ, 本地小区标识=3, 小区名称=官渡区乌西供电所-LHHQ-133, eNodeB标识=853886, 小区双工模式=CELL_TDD, 小区标识=133",112.754,751.295,99.95,100,99.95,94.633,98.343,96.508,0.268,100,NIL,64.185,89,-113
11/23/2017 15:30:00,15,官渡区乌西供电所-LHHQ,"eNodeB名称=官渡区乌西供电所-LHHQ, 本地小区标识=2, 小区名称=官渡区乌西供电所-LHHQ-132, eNodeB标识=853886, 小区双工模式=CELL_TDD, 小区标识=132",24.098,339.417,100,99.898,99.898,99.73,100,99.772,0.136,100,NIL,15.627,53,-112
11/23/2017 15:30:00,15,官渡区乌西供电所-LHHQ,"eNodeB名称=官渡区乌西供电所-LHHQ, 本地小区标识=1, 小区名称=官渡区乌西供电所-LHHQ-131, eNodeB标识=853886, 小区双工模式=CELL_TDD, 小区标识=131",28.839,427.363,100,100,100,100,94.318,94.853,0.257,100,NIL,41.326,65,-112
11/23/2017 15:45:00,15,官渡区乌西供电所-LHHQ,"eNodeB名称=官渡区乌西供电所-LHHQ, 本地小区标识=6, 小区名称=官渡区乌西供电所FDD-LHHQ-136, eNodeB标识=853886, 小区双工模式=CELL_FDD, 小区标识=136",6.644,120.699,100,100,100,93.548,100,94.595,0,NIL,NIL,7.272,14,-119
11/23/2017 15:45:00,15,官渡区乌西供电所-LHHQ,"eNodeB名称=官渡区乌西供电所-LHHQ, 本地小区标识=5, 小区名称=官渡区乌西供电所FDD-LHHQ-135, eNodeB标识=853886, 小区双工模式=CELL_FDD, 小区标识=135",10.501,133.758,100,99.529,99.529,100,100,100,0,100,NIL,9.812,27,-119
11/23/2017 15:45:00,15,官渡区乌西供电所-LHHQ,"eNodeB名称=官渡区乌西供电所-LHHQ, 本地小区标识=4, 小区名称=官渡区乌西供电所FDD-LHHQ-134, eNodeB标识=853886, 小区双工模式=CELL_FDD, 小区标识=134",10.102,71.697,99.823,99.861,99.684,98.765,NIL,98.765,0,100,NIL,5.8,21,-119
11/23/2017 15:45:00,15,官渡区乌西供电所-LHHQ,"eNodeB名称=官渡区乌西供电所-LHHQ, 本地小区标识=3, 小区名称=官渡区乌西供电所-LHHQ-133, eNodeB标识=853886, 小区双工模式=CELL_TDD, 小区标识=133",49.456,610.703,99.911,100,99.911,97.95,98.77,98.382,0.438,100,NIL,53.804,231,-112
11/23/2017 15:45:00,15,官渡区乌西供电所-LHHQ,"eNodeB名称=官渡区乌西供电所-LHHQ, 本地小区标识=2, 小区名称=官渡区乌西供电所-LHHQ-132, eNodeB标识=853886, 小区双工模式=CELL_TDD, 小区标识=132",38.977,336.986,100,100,100,98.485,100,98.628,0.068,100,NIL,19.509,129,-112
11/23/2017 15:45:00,15,官渡区乌西供电所-LHHQ,"eNodeB名称=官渡区乌西供电所-LHHQ, 本地小区标识=1, 小区名称=官渡区乌西供电所-LHHQ-131, eNodeB标识=853886, 小区双工模式=CELL_TDD, 小区标识=131",26.415,258.924,99.817,99.894,99.71,89.412,96.467,95.652,0.479,100,NIL,31.239,57,-111
11/23/2017 16:00:00,15,官渡区乌西供电所-LHHQ,"eNodeB名称=官渡区乌西供电所-LHHQ, 本地小区标识=6, 小区名称=官渡区乌西供电所FDD-LHHQ-136, eNodeB标识=853886, 小区双工模式=CELL_FDD, 小区标识=136",2.112,22.616,100,100,100,91.304,100,92.857,0,100,NIL,4.164,11,-119
11/23/2017 16:00:00,15,官渡区乌西供电所-LHHQ,"eNodeB名称=官渡区乌西供电所-LHHQ, 本地小区标识=5, 小区名称=官渡区乌西供电所FDD-LHHQ-135, eNodeB标识=853886, 小区双工模式=CELL_FDD, 小区标识=135",6.5,99.09,99.505,100,99.505,97.674,100,99.573,0.245,100,NIL,9.328,23,-119
11/23/2017 16:00:00,15,官渡区乌西供电所-LHHQ,"eNodeB名称=官渡区乌西供电所-LHHQ, 本地小区标识=4, 小区名称=官渡区乌西供电所FDD-LHHQ-134, eNodeB标识=853886, 小区双工模式=CELL_FDD, 小区标识=134",25.643,287.802,100,99.878,99.878,100,NIL,100,0,100,NIL,8.914,27,-119
11/23/2017 16:00:00,15,官渡区乌西供电所-LHHQ,"eNodeB名称=官渡区乌西供电所-LHHQ, 本地小区标识=3, 小区名称=官渡区乌西供电所-LHHQ-133, eNodeB标识=853886, 小区双工模式=CELL_TDD, 小区标识=133",86.013,420.471,99.909,100,99.909,97.283,99.353,98.06,0.297,100,NIL,48.372,115,-112
11/23/2017 16:00:00,15,官渡区乌西供电所-LHHQ,"eNodeB名称=官渡区乌西供电所-LHHQ, 本地小区标识=2, 小区名称=官渡区乌西供电所-LHHQ-132, eNodeB标识=853886, 小区双工模式=CELL_TDD, 小区标识=132",38.442,253.437,100,100,100,99.181,98.571,99.135,0.265,100,NIL,20.331,102,-111
11/23/2017 16:00:00,15,官渡区乌西供电所-LHHQ,"eNodeB名称=官渡区乌西供电所-LHHQ, 本地小区标识=1, 小区名称=官渡区乌西供电所-LHHQ-131, eNodeB标识=853886, 小区双工模式=CELL_TDD, 小区标识=131",48.924,499.959,99.89,100,99.89,96.667,96.384,96.415,0.239,100,NIL,57,71,-112
11/23/2017 16:15:00,15,官渡区乌西供电所-LHHQ,"eNodeB名称=官渡区乌西供电所-LHHQ, 本地小区标识=6, 小区名称=官渡区乌西供电所FDD-LHHQ-136, eNodeB标识=853886, 小区双工模式=CELL_FDD, 小区标识=136",5.099,130.203,99.655,100,99.655,97.297,100,98.148,0,100,NIL,8.582,12,-119
11/23/2017 16:15:00,15,官渡区乌西供电所-LHHQ,"eNodeB名称=官渡区乌西供电所-LHHQ, 本地小区标识=5, 小区名称=官渡区乌西供电所FDD-LHHQ-135, eNodeB标识=853886, 小区双工模式=CELL_FDD, 小区标识=135",6.635,88.185,99.784,99.813,99.597,100,100,100,0,100,NIL,7.88,23,-119
11/23/2017 16:15:00,15,官渡区乌西供电所-LHHQ,"eNodeB名称=官渡区乌西供电所-LHHQ, 本地小区标识=4, 小区名称=官渡区乌西供电所FDD-LHHQ-134, eNodeB标识=853886, 小区双工模式=CELL_FDD, 小区标识=134",12.185,196.943,99.831,100,99.831,100,NIL,100,0,100,NIL,8.416,26,-119
11/23/2017 16:15:00,15,官渡区乌西供电所-LHHQ,"eNodeB名称=官渡区乌西供电所-LHHQ, 本地小区标识=3, 小区名称=官渡区乌西供电所-LHHQ-133, eNodeB标识=853886, 小区双工模式=CELL_TDD, 小区标识=133",41.626,512.505,100,100,100,99.322,98.095,98.865,0.248,100,NIL,58.845,88,-113
11/23/2017 16:15:00,15,官渡区乌西供电所-LHHQ,"eNodeB名称=官渡区乌西供电所-LHHQ, 本地小区标识=2, 小区名称=官渡区乌西供电所-LHHQ-132, eNodeB标识=853886, 小区双工模式=CELL_TDD, 小区标识=132",22.794,380.89,99.934,100,99.934,98.966,98.684,98.943,0.133,100,NIL,25.582,55,-113
11/23/2017 16:15:00,15,官渡区乌西供电所-LHHQ,"eNodeB名称=官渡区乌西供电所-LHHQ, 本地小区标识=1, 小区名称=官渡区乌西供电所-LHHQ-131, eNodeB标识=853886, 小区双工模式=CELL_TDD, 小区标识=131",34.118,393.498,99.742,100,99.742,98.913,95.71,96.249,0.173,100,NIL,50.58,67,-113
11/23/2017 16:30:00,15,官渡区乌西供电所-LHHQ,"eNodeB名称=官渡区乌西供电所-LHHQ, 本地小区标识=6, 小区名称=官渡区乌西供电所FDD-LHHQ-136, eNodeB标识=853886, 小区双工模式=CELL_FDD, 小区标识=136",4.383,66.922,100,100,100,90.164,100,91.429,0,100,NIL,7.026,13,-119
11/23/2017 16:30:00,15,官渡区乌西供电所-LHHQ,"eNodeB名称=官渡区乌西供电所-LHHQ, 本地小区标识=5, 小区名称=官渡区乌西供电所FDD-LHHQ-135, eNodeB标识=853886, 小区双工模式=CELL_FDD, 小区标识=135",8.631,96.994,100,100,100,100,100,100,0,100,NIL,8.1,27,-119
11/23/2017 16:30:00,15,官渡区乌西供电所-LHHQ,"eNodeB名称=官渡区乌西供电所-LHHQ, 本地小区标识=4, 小区名称=官渡区乌西供电所FDD-LHHQ-134, eNodeB标识=853886, 小区双工模式=CELL_FDD, 小区标识=134",13.68,183.029,99.485,99.869,99.354,100,NIL,100,0,100,NIL,8.13,29,-119
11/23/2017 16:30:00,15,官渡区乌西供电所-LHHQ,"eNodeB名称=官渡区乌西供电所-LHHQ, 本地小区标识=3, 小区名称=官渡区乌西供电所-LHHQ-133, eNodeB标识=853886, 小区双工模式=CELL_TDD, 小区标识=133",98.023,515.082,99.952,100,99.952,99.332,98,98.799,0.052,100,NIL,62.093,92,-113
11/23/2017 16:30:00,15,官渡区乌西供电所-LHHQ,"eNodeB名称=官渡区乌西供电所-LHHQ, 本地小区标识=2, 小区名称=官渡区乌西供电所-LHHQ-132, eNodeB标识=853886, 小区双工模式=CELL_TDD, 小区标识=132",25.309,454.044,100,100,100,99.468,100,99.499,0.146,100,NIL,34.425,51,-112
11/23/2017 16:30:00,15,官渡区乌西供电所-LHHQ,"eNodeB名称=官渡区乌西供电所-LHHQ, 本地小区标识=1, 小区名称=官渡区乌西供电所-LHHQ-131, eNodeB标识=853886, 小区双工模式=CELL_TDD, 小区标识=131",60.592,573.746,99.949,100,99.949,98.936,95.934,96.215,0.335,100,NIL,53.058,68,-112
11/23/2017 16:45:00,15,官渡区乌西供电所-LHHQ,"eNodeB名称=官渡区乌西供电所-LHHQ, 本地小区标识=6, 小区名称=官渡区乌西供电所FDD-LHHQ-136, eNodeB标识=853886, 小区双工模式=CELL_FDD, 小区标识=136",3.291,32.105,99.628,100,99.628,90.476,100,91.837,0,100,NIL,5.44,11,-119
11/23/2017 16:45:00,15,官渡区乌西供电所-LHHQ,"eNodeB名称=官渡区乌西供电所-LHHQ, 本地小区标识=5, 小区名称=官渡区乌西供电所FDD-LHHQ-135, eNodeB标识=853886, 小区双工模式=CELL_FDD, 小区标识=135",11.403,200.974,99.778,100,99.778,100,100,100,0,100,NIL,13.958,23,-119
11/23/2017 16:45:00,15,官渡区乌西供电所-LHHQ,"eNodeB名称=官渡区乌西供电所-LHHQ, 本地小区标识=4, 小区名称=官渡区乌西供电所FDD-LHHQ-134, eNodeB标识=853886, 小区双工模式=CELL_FDD, 小区标识=134",20.714,489.879,100,99.812,99.812,95.238,NIL,95.238,0,100,NIL,14.786,40,-119
11/23/2017 16:45:00,15,官渡区乌西供电所-LHHQ,"eNodeB名称=官渡区乌西供电所-LHHQ, 本地小区标识=3, 小区名称=官渡区乌西供电所-LHHQ-133, eNodeB标识=853886, 小区双工模式=CELL_TDD, 小区标识=133",104.9,551.75,99.951,99.956,99.908,96.467,98.493,97.201,0.214,100,NIL,70.807,212,-113
11/23/2017 16:45:00,15,官渡区乌西供电所-LHHQ,"eNodeB名称=官渡区乌西供电所-LHHQ, 本地小区标识=2, 小区名称=官渡区乌西供电所-LHHQ-132, eNodeB标识=853886, 小区双工模式=CELL_TDD, 小区标识=132",36.171,511.536,99.401,100,99.401,99.063,92.941,98.438,0.938,100,NIL,28.38,318,-112
11/23/2017 16:45:00,15,官渡区乌西供电所-LHHQ,"eNodeB名称=官渡区乌西供电所-LHHQ, 本地小区标识=1, 小区名称=官渡区乌西供电所-LHHQ-131, eNodeB标识=853886, 小区双工模式=CELL_TDD, 小区标识=131",34.503,482.868,99.841,100,99.841,100,95.678,96.118,0.345,100,NIL,39.435,66,-113
11/23/2017 17:00:00,15,官渡区乌西供电所-LHHQ,"eNodeB名称=官渡区乌西供电所-LHHQ, 本地小区标识=6, 小区名称=官渡区乌西供电所FDD-LHHQ-136, eNodeB标识=853886, 小区双工模式=CELL_FDD, 小区标识=136",6.804,86.103,100,100,100,86.154,100,86.957,0,100,NIL,7.15,13,-119
11/23/2017 17:00:00,15,官渡区乌西供电所-LHHQ,"eNodeB名称=官渡区乌西供电所-LHHQ, 本地小区标识=5, 小区名称=官渡区乌西供电所FDD-LHHQ-135, eNodeB标识=853886, 小区双工模式=CELL_FDD, 小区标识=135",14.358,112.924,100,100,100,100,100,100,0,100,NIL,9.602,24,-119
11/23/2017 17:00:00,15,官渡区乌西供电所-LHHQ,"eNodeB名称=官渡区乌西供电所-LHHQ, 本地小区标识=4, 小区名称=官渡区乌西供电所FDD-LHHQ-134, eNodeB标识=853886, 小区双工模式=CELL_FDD, 小区标识=134",15.428,194.089,100,100,100,100,NIL,100,0,100,NIL,9.372,30,-119
11/23/2017 17:00:00,15,官渡区乌西供电所-LHHQ,"eNodeB名称=官渡区乌西供电所-LHHQ, 本地小区标识=3, 小区名称=官渡区乌西供电所-LHHQ-133, eNodeB标识=853886, 小区双工模式=CELL_TDD, 小区标识=133",98.934,662.419,99.743,100,99.743,99.174,96.038,97.709,0.225,100,NIL,74.258,95,-113
11/23/2017 17:00:00,15,官渡区乌西供电所-LHHQ,"eNodeB名称=官渡区乌西供电所-LHHQ, 本地小区标识=2, 小区名称=官渡区乌西供电所-LHHQ-132, eNodeB标识=853886, 小区双工模式=CELL_TDD, 小区标识=132",34.344,827.381,100,100,100,99.353,100,99.408,0.068,100,NIL,44.999,56,-112
11/23/2017 17:00:00,15,官渡区乌西供电所-LHHQ,"eNodeB名称=官渡区乌西供电所-LHHQ, 本地小区标识=1, 小区名称=官渡区乌西供电所-LHHQ-131, eNodeB标识=853886, 小区双工模式=CELL_TDD, 小区标识=131",47.874,620.205,99.798,100,99.798,96.629,96.282,96.309,0.604,100,NIL,43.924,76,-112
11/23/2017 17:15:00,15,官渡区乌西供电所-LHHQ,"eNodeB名称=官渡区乌西供电所-LHHQ, 本地小区标识=6, 小区名称=官渡区乌西供电所FDD-LHHQ-136, eNodeB标识=853886, 小区双工模式=CELL_FDD, 小区标识=136",7.382,137.514,100,100,100,91.379,100,91.935,0,100,NIL,9.15,15,-119
11/23/2017 17:15:00,15,官渡区乌西供电所-LHHQ,"eNodeB名称=官渡区乌西供电所-LHHQ, 本地小区标识=5, 小区名称=官渡区乌西供电所FDD-LHHQ-135, eNodeB标识=853886, 小区双工模式=CELL_FDD, 小区标识=135",19.802,369.745,100,100,100,98.75,100,99.737,0.183,100,NIL,20.45,39,-119
11/23/2017 17:15:00,15,官渡区乌西供电所-LHHQ,"eNodeB名称=官渡区乌西供电所-LHHQ, 本地小区标识=4, 小区名称=官渡区乌西供电所FDD-LHHQ-134, eNodeB标识=853886, 小区双工模式=CELL_FDD, 小区标识=134",23,259.528,99.661,100,99.661,100,NIL,100,0.225,100,NIL,15.492,40,-119
11/23/2017 17:15:00,15,官渡区乌西供电所-LHHQ,"eNodeB名称=官渡区乌西供电所-LHHQ, 本地小区标识=3, 小区名称=官渡区乌西供电所-LHHQ-133, eNodeB标识=853886, 小区双工模式=CELL_TDD, 小区标识=133",52.204,616.91,99.914,100,99.914,99.169,98.686,99.007,0.192,100,NIL,66.072,182,-112
11/23/2017 17:15:00,15,官渡区乌西供电所-LHHQ,"eNodeB名称=官渡区乌西供电所-LHHQ, 本地小区标识=2, 小区名称=官渡区乌西供电所-LHHQ-132, eNodeB标识=853886, 小区双工模式=CELL_TDD, 小区标识=132",34.88,636.814,100,100,100,97.482,96.646,97.246,0.242,100,NIL,40.93,180,-113
11/23/2017 17:15:00,15,官渡区乌西供电所-LHHQ,"eNodeB名称=官渡区乌西供电所-LHHQ, 本地小区标识=1, 小区名称=官渡区乌西供电所-LHHQ-131, eNodeB标识=853886, 小区双工模式=CELL_TDD, 小区标识=131",33.923,653.383,99.839,100,99.839,98.45,96.501,96.735,0.228,100,NIL,40.423,73,-113
11/23/2017 17:30:00,15,官渡区乌西供电所-LHHQ,"eNodeB名称=官渡区乌西供电所-LHHQ, 本地小区标识=6, 小区名称=官渡区乌西供电所FDD-LHHQ-136, eNodeB标识=853886, 小区双工模式=CELL_FDD, 小区标识=136",7.6,106.671,100,100,100,90.667,100,92.632,0,100,NIL,7.98,13,-119
11/23/2017 17:30:00,15,官渡区乌西供电所-LHHQ,"eNodeB名称=官渡区乌西供电所-LHHQ, 本地小区标识=5, 小区名称=官渡区乌西供电所FDD-LHHQ-135, eNodeB标识=853886, 小区双工模式=CELL_FDD, 小区标识=135",21.05,265.497,100,100,100,100,100,100,0,100,NIL,14.998,35,-119
11/23/2017 17:30:00,15,官渡区乌西供电所-LHHQ,"eNodeB名称=官渡区乌西供电所-LHHQ, 本地小区标识=4, 小区名称=官渡区乌西供电所FDD-LHHQ-134, eNodeB标识=853886, 小区双工模式=CELL_FDD, 小区标识=134",16.897,92.059,99.871,100,99.871,100,NIL,100,0,100,NIL,7.754,27,-119
11/23/2017 17:30:00,15,官渡区乌西供电所-LHHQ,"eNodeB名称=官渡区乌西供电所-LHHQ, 本地小区标识=3, 小区名称=官渡区乌西供电所-LHHQ-133, eNodeB标识=853886, 小区双工模式=CELL_TDD, 小区标识=133",69.413,717.656,99.876,100,99.876,99.142,98.441,98.871,0.175,100,NIL,64.018,108,-113
11/23/2017 17:30:00,15,官渡区乌西供电所-LHHQ,"eNodeB名称=官渡区乌西供电所-LHHQ, 本地小区标识=2, 小区名称=官渡区乌西供电所-LHHQ-132, eNodeB标识=853886, 小区双工模式=CELL_TDD, 小区标识=132",20.079,267.539,100,100,100,99.647,100,99.664,0.123,100,NIL,25.823,57,-113
11/23/2017 17:30:00,15,官渡区乌西供电所-LHHQ,"eNodeB名称=官渡区乌西供电所-LHHQ, 本地小区标识=1, 小区名称=官渡区乌西供电所-LHHQ-131, eNodeB标识=853886, 小区双工模式=CELL_TDD, 小区标识=131",33.692,339.951,100,100,100,96.774,98.439,98.237,0.189,100,NIL,26.988,65,-112
11/23/2017 17:45:00,15,官渡区乌西供电所-LHHQ,"eNodeB名称=官渡区乌西供电所-LHHQ, 本地小区标识=6, 小区名称=官渡区乌西供电所FDD-LHHQ-136, eNodeB标识=853886, 小区双工模式=CELL_FDD, 小区标识=136",7.151,84.056,99.578,100,99.578,86.667,100,90.323,0,100,NIL,6.028,13,-119
11/23/2017 17:45:00,15,官渡区乌西供电所-LHHQ,"eNodeB名称=官渡区乌西供电所-LHHQ, 本地小区标识=5, 小区名称=官渡区乌西供电所FDD-LHHQ-135, eNodeB标识=853886, 小区双工模式=CELL_FDD, 小区标识=135",13.72,139.029,99.805,99.722,99.527,100,100,100,0,100,NIL,10.652,25,-119
11/23/2017 17:45:00,15,官渡区乌西供电所-LHHQ,"eNodeB名称=官渡区乌西供电所-LHHQ, 本地小区标识=4, 小区名称=官渡区乌西供电所FDD-LHHQ-134, eNodeB标识=853886, 小区双工模式=CELL_FDD, 小区标识=134",10.781,110.904,100,100,100,100,NIL,100,0,100,NIL,7.542,32,-119
11/23/2017 17:45:00,15,官渡区乌西供电所-LHHQ,"eNodeB名称=官渡区乌西供电所-LHHQ, 本地小区标识=3, 小区名称=官渡区乌西供电所-LHHQ-133, eNodeB标识=853886, 小区双工模式=CELL_TDD, 小区标识=133",64.735,615.18,99.915,100,99.915,99.602,96.226,98.517,0.266,100,NIL,56.516,92,-113
11/23/2017 17:45:00,15,官渡区乌西供电所-LHHQ,"eNodeB名称=官渡区乌西供电所-LHHQ, 本地小区标识=2, 小区名称=官渡区乌西供电所-LHHQ-132, eNodeB标识=853886, 小区双工模式=CELL_TDD, 小区标识=132",43.413,529.835,100,100,100,99.259,100,99.315,0,100,NIL,31.714,66,-113
11/23/2017 17:45:00,15,官渡区乌西供电所-LHHQ,"eNodeB名称=官渡区乌西供电所-LHHQ, 本地小区标识=1, 小区名称=官渡区乌西供电所-LHHQ-131, eNodeB标识=853886, 小区双工模式=CELL_TDD, 小区标识=131",37.979,372.207,99.819,100,99.819,97.849,97.308,97.368,0.131,100,NIL,30.245,63,-113
11/23/2017 18:00:00,15,官渡区乌西供电所-LHHQ,"eNodeB名称=官渡区乌西供电所-LHHQ, 本地小区标识=6, 小区名称=官渡区乌西供电所FDD-LHHQ-136, eNodeB标识=853886, 小区双工模式=CELL_FDD, 小区标识=136",46.309,83.503,99.278,99.457,98.738,94.737,100,95.2,0,100,NIL,7.802,15,-119
11/23/2017 18:00:00,15,官渡区乌西供电所-LHHQ,"eNodeB名称=官渡区乌西供电所-LHHQ, 本地小区标识=5, 小区名称=官渡区乌西供电所FDD-LHHQ-135, eNodeB标识=853886, 小区双工模式=CELL_FDD, 小区标识=135",25.395,221.941,100,100,100,100,100,100,0,100,NIL,14.83,31,-119
11/23/2017 18:00:00,15,官渡区乌西供电所-LHHQ,"eNodeB名称=官渡区乌西供电所-LHHQ, 本地小区标识=4, 小区名称=官渡区乌西供电所FDD-LHHQ-134, eNodeB标识=853886, 小区双工模式=CELL_FDD, 小区标识=134",10.309,116.401,99.868,100,99.868,100,NIL,100,0,100,NIL,7.384,35,-119
11/23/2017 18:00:00,15,官渡区乌西供电所-LHHQ,"eNodeB名称=官渡区乌西供电所-LHHQ, 本地小区标识=3, 小区名称=官渡区乌西供电所-LHHQ-133, eNodeB标识=853886, 小区双工模式=CELL_TDD, 小区标识=133",46.276,427.559,99.914,100,99.914,99.151,98.778,99.055,0.181,100,NIL,53.668,120,-112
11/23/2017 18:00:00,15,官渡区乌西供电所-LHHQ,"eNodeB名称=官渡区乌西供电所-LHHQ, 本地小区标识=2, 小区名称=官渡区乌西供电所-LHHQ-132, eNodeB标识=853886, 小区双工模式=CELL_TDD, 小区标识=132",90.316,424.636,99.944,100,99.944,99.286,100,99.318,0.341,100,NIL,38.546,68,-111
11/23/2017 18:00:00,15,官渡区乌西供电所-LHHQ,"eNodeB名称=官渡区乌西供电所-LHHQ, 本地小区标识=1, 小区名称=官渡区乌西供电所-LHHQ-131, eNodeB标识=853886, 小区双工模式=CELL_TDD, 小区标识=131",36.643,612.445,99.89,100,99.89,100,98.057,98.318,0.295,97.222,NIL,42.021,70,-112
11/23/2017 18:15:00,15,官渡区乌西供电所-LHHQ,"eNodeB名称=官渡区乌西供电所-LHHQ, 本地小区标识=6, 小区名称=官渡区乌西供电所FDD-LHHQ-136, eNodeB标识=853886, 小区双工模式=CELL_FDD, 小区标识=136",68.252,106.501,100,100,100,89.552,100,90.789,0,100,NIL,6.62,15,-119
